,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
71,Nayan Halder,IND,0,8th Pass,28,"Rs 6,000 ~ 6 Thou+","Rs 16,23,358 ~ 16 Lacs+",NADIA,WestBengal2021,0
72,Nilima Nag (Mallick),AITC,0,12th Pass,62,"Rs 56,37,869 ~ 56 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
73,Panchanan Mandal,IND,0,10th Pass,40,"Rs 20,40,500 ~ 20 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
74,Parthasarathi Chatterjee,BJP,0,Graduate Professional,67,"Rs 49,96,464 ~ 49 Lacs+","Rs 23,93,627 ~ 23 Lacs+",NADIA,WestBengal2021,0
75,Prabhas Majumdar,CPI(M),0,Graduate,52,"Rs 57,01,197 ~ 57 Lacs+","Rs 8,86,732 ~ 8 Lacs+",NADIA,WestBengal2021,7
76,Prasanta Biswas,BSP,0,Graduate,56,"Rs 2,29,000 ~ 2 Lacs+",Rs 0 ~,NADIA,WestBengal2021,7
77,Premananda Mandal,IND,2,Post Graduate,27,"Rs 15,38,320 ~ 15 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
78,Profulla Kumar Roy,BSP,0,Post Graduate,47,"Rs 41,55,000 ~ 41 Lacs+","Rs 2,20,000 ~ 2 Lacs+",NADIA,WestBengal2021,0
79,Pundarikakshya Saha,AITC,0,Graduate,66,"Rs 30,423 ~ 30 Thou+",Rs 0 ~,NADIA,WestBengal2021,7
80,Rabindra Nath Biswas,IND,0,Graduate,74,"Rs 12,39,000 ~ 12 Lacs+",Rs 0 ~,NADIA,WestBengal2021,7
81,Rabindranath Halder,IND,0,Graduate,43,"Rs 9,65,871 ~ 9 Lacs+",Rs 0 ~,NADIA,WestBengal2021,7
82,Rajnath Sarkar,BSP,0,8th Pass,65,"Rs 21,00,000 ~ 21 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
83,Rama Biswas,CPI(M),1,Post Graduate,61,"Rs 33,12,831 ~ 33 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
84,Ramesh Barman,IND,0,Post Graduate,48,"Rs 3,68,283 ~ 3 Lacs+","Rs 2,80,000 ~ 2 Lacs+",NADIA,WestBengal2021,0
85,Ramkrishna Halder,LJP,0,Graduate,26,"Rs 2,27,007 ~ 2 Lacs+",Rs 0 ~,NADIA,WestBengal2021,7
86,Ratan Malakar,IND,0,8th Pass,32,"Rs 7,600 ~ 7 Thou+",Rs 0 ~,NADIA,WestBengal2021,0
87,Ratikanta Thakur,BSP,0,12th Pass,43,"Rs 8,56,702 ~ 8 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
88,Ritzu Ghosal,INC,1,Post Graduate,45,"Rs 19,47,05,304 ~ 19 Crore+",Rs 0 ~,NADIA,WestBengal2021,0
89,Rokibul Hossain Molla,BSP,0,12th Pass,25,"Rs 21,000 ~ 21 Thou+",Rs 0 ~,NADIA,WestBengal2021,0
90,Rukbanur Rahman,AITC,0,Post Graduate,52,"Rs 34,25,904 ~ 34 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
91,S.M. Sadi,CPI(M),1,12th Pass,61,"Rs 74,92,839 ~ 74 Lacs+","Rs 16,00,000 ~ 16 Lacs+",NADIA,WestBengal2021,0
92,Sabuj Das,CPI(M),0,Post Graduate,32,"Rs 1,15,065 ~ 1 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
93,Sadhan Kumar Mandal,IND,0,Graduate,49,"Rs 24,61,795 ~ 24 Lacs+",Rs 0 ~,NADIA,WestBengal2021,7
94,Samarendranath Ghosh,BJP,1,Post Graduate,49,"Rs 42,81,735 ~ 42 Lacs+","Rs 32,50,000 ~ 32 Lacs+",NADIA,WestBengal2021,0
95,Samir Biswas,BSP,0,10th Pass,42,"Rs 3,35,000 ~ 3 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
96,Samir Kumar Biswas,Bahujan Mukti Party,0,Graduate,52,"Rs 56,63,800 ~ 56 Lacs+","Rs 1,69,000 ~ 1 Lacs+",NADIA,WestBengal2021,7
97,Samir Kumar Poddar,AITC,0,Graduate,58,"Rs 4,22,72,329 ~ 4 Crore+","Rs 40,31,500 ~ 40 Lacs+",NADIA,WestBengal2021,7
98,Sanand Adhikary,Purvanchal Mahapanchayat,0,12th Pass,31,"Rs 25,60,000 ~ 25 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
99,Sangram Biswas,Party for Democratic Socialism,0,Others,26,"Rs 90,385 ~ 90 Thou+",Rs 0 ~,NADIA,WestBengal2021,0
100,Sanjit Kumar Mandal,BSP,0,Post Graduate,41,"Rs 16,52,000 ~ 16 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
101,Sankar Singha,AITC,0,8th Pass,70,"Rs 1,49,23,378 ~ 1 Crore+",Rs 0 ~,NADIA,WestBengal2021,0
102,Santanu Dey,BJP,0,12th Pass,51,"Rs 63,09,675 ~ 63 Lacs+","Rs 7,58,928 ~ 7 Lacs+",NADIA,WestBengal2021,0
103,Santu Bhattacharya,CPI(ML)(L),0,12th Pass,45,"Rs 60,000 ~ 60 Thou+",Rs 0 ~,NADIA,WestBengal2021,0
104,Shibu Das,IND,0,Graduate,34,"Rs 20,356 ~ 20 Thou+",Rs 0 ~,NADIA,WestBengal2021,7
105,Sidhartha Shankar Naskar,BJP,2,8th Pass,51,"Rs 19,12,273 ~ 19 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
106,Silvi Saha,INC,0,Post Graduate,42,"Rs 38,43,453 ~ 38 Lacs+","Rs 5,09,940 ~ 5 Lacs+",NADIA,WestBengal2021,0
107,Soumen Saha,IND,0,Post Graduate,39,"Rs 15,300 ~ 15 Thou+",Rs 0 ~,NADIA,WestBengal2021,0
108,Sourav Chakraborty,Socialist Party (India),0,Post Graduate,38,"Rs 12,40,927 ~ 12 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
109,Subhankar Singha (Jishu),AITC,1,Graduate,42,"Rs 6,33,22,362 ~ 6 Crore+","Rs 95,27,130 ~ 95 Lacs+",NADIA,WestBengal2021,7
110,Subodh Chandra Biswas,CPI(M),1,Post Graduate,56,"Rs 1,82,86,964 ~ 1 Crore+","Rs 23,00,000 ~ 23 Lacs+",NADIA,WestBengal2021,0
111,Sufal Sarkar,Jan Sangh Party,3,12th Pass,44,"Rs 57,52,288 ~ 57 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
112,Sujata Mandal,BSP,0,5th Pass,36,"Rs 21,000 ~ 21 Thou+",Rs 0 ~,NADIA,WestBengal2021,0
113,Sukdeb Biswas,Purvanchal Mahapanchayat,1,8th Pass,53,"Rs 15,11,742 ~ 15 Lacs+","Rs 3,40,000 ~ 3 Lacs+",NADIA,WestBengal2021,0
114,Sukla Saha,CPI(M),1,Graduate,54,"Rs 1,67,61,188 ~ 1 Crore+",Rs 0 ~,NADIA,WestBengal2021,7
115,Sumit Biswas,CPI(M),3,Post Graduate,45,"Rs 17,53,000 ~ 17 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
116,Surya Biswas,Purvanchal Mahapanchayat,0,Graduate,33,"Rs 1,44,282 ~ 1 Lacs+",Rs 0 ~,NADIA,WestBengal2021,7
117,Swadhin Biswas,Purvanchal Mahapanchayat,0,Graduate,26,"Rs 5,800 ~ 5 Thou+",Rs 0 ~,NADIA,WestBengal2021,7
118,Swapan Kumar Sarkar,BSP,0,Post Graduate,46,"Rs 57,18,000 ~ 57 Lacs+","Rs 7,00,000 ~ 7 Lacs+",NADIA,WestBengal2021,0
119,Swapan Mondal,Amra Bangalee,0,8th Pass,61,"Rs 4,57,729 ~ 4 Lacs+",Rs 0 ~,NADIA,WestBengal2021,0
120,Swarnendu Sinha,CPI(M),0,Post Graduate,36,"Rs 58,81,657 ~ 58 Lacs+","Rs 11,15,188 ~ 11 Lacs+",NADIA,WestBengal2021,0
121,Tanmay Ganguli,IND,0,Graduate,51,"Rs 28,73,050 ~ 28 Lacs+","Rs 2,52,000 ~ 2 Lacs+",NADIA,WestBengal2021,7
122,Tapan Biswas,IND,0,Illiterate,34,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,NADIA,WestBengal2021,1
123,Tapas Kumar Saha,AITC,1,Graduate,61,"Rs 55,42,364 ~ 55 Lacs+",Rs 0 ~,NADIA,WestBengal2021,7
124,Tarak Nath Biswas,BSP,0,10th Pass,52,"Rs 1,12,04,723 ~ 1 Crore+",Rs 0 ~,NADIA,WestBengal2021,0
125,Ujjal Biswas,AITC,0,Graduate,67,"Rs 7,30,29,661 ~ 7 Crore+","Rs 1,97,71,633 ~ 1 Crore+",NADIA,WestBengal2021,7
0,Abdur Rahim Quazi,AITC,1,Post Graduate,53,"Rs 43,70,976 ~ 43 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
1,Abdus Sattar,INC,0,Doctorate,52,"Rs 1,79,87,955 ~ 1 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,10
2,Abhisek Banerjee,INC,0,Graduate Professional,39,"Rs 65,25,478 ~ 65 Lacs+","Rs 3,20,000 ~ 3 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
3,Abul Kalam,Justice and Development Party,0,Post Graduate,30,"Rs 12,82,282 ~ 12 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
4,Aditi Munshi,AITC,0,Post Graduate,32,"Rs 99,24,104 ~ 99 Lacs+","Rs 12,42,028 ~ 12 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
5,Ajay Kumar Bain,SUCI(C),0,Graduate,55,"Rs 1,19,18,446 ~ 1 Crore+","Rs 1,50,000 ~ 1 Lacs+",NORTH 24 PARGANAS,WestBengal2021,7
6,Ajay Kumar Ram,BSP,0,10th Pass,32,"Rs 6,076 ~ 6 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
7,Ajay Majumdar,IND,0,Graduate,56,"Rs 7,28,671 ~ 7 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
8,Ajoy Sadhukhan,SUCI(C),0,Post Graduate,64,"Rs 11,46,488 ~ 11 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
9,Akher Ali Molla,United Socialist Party,0,12th Pass,26,"Rs 10,67,600 ~ 10 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
10,Aktar Rasul Bachhu,Justice and Development Party,0,Graduate Professional,34,"Rs 1,22,240 ~ 1 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
11,Alo Rani Sarkar,AITC,0,Graduate,52,"Rs 93,88,224 ~ 93 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
12,Aloke Bain,IND,4,8th Pass,47,"Rs 11,69,170 ~ 11 Lacs+","Rs 11,00,000 ~ 11 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
13,Amal Kumar Mukhopadhyay,INC,0,Graduate Professional,54,"Rs 77,50,966 ~ 77 Lacs+","Rs 3,000 ~ 3 Thou+",NORTH 24 PARGANAS,WestBengal2021,0
14,Amar Krishna Mandal,IND,0,Graduate,42,"Rs 59,032 ~ 59 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
15,Amit Kumar Chakraborty,IND,0,Graduate Professional,31,"Rs 9,62,313 ~ 9 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
16,Amit Kumar Shaw,IND,0,Graduate,33,"Rs 13,11,547 ~ 13 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
17,Amit Majumdar,INC,0,Graduate Professional,57,"Rs 11,85,000 ~ 11 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
18,Amitava Basu,IND,0,Post Graduate,47,"Rs 1,26,50,956 ~ 1 Crore+","Rs 32,51,532 ~ 32 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
19,Anand Pandey,IND,0,12th Pass,40,"Rs 4,56,595 ~ 4 Lacs+","Rs 20,404 ~ 20 Thou+",NORTH 24 PARGANAS,WestBengal2021,0
20,Angshumali Barai,Guru Chand Mukti Morcha,0,10th Pass,51,"Rs 8,40,000 ~ 8 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
21,Aninda Banerjee,IND,0,12th Pass,35,"Rs 26,11,508 ~ 26 Lacs+","Rs 20,302 ~ 20 Thou+",NORTH 24 PARGANAS,WestBengal2021,0
22,Anindya Banerjee,BJP,12,12th Pass,51,"Rs 1,67,29,666 ~ 1 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
23,Apurba Mondal,IND,0,Post Graduate,41,"Rs 84,85,089 ~ 84 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
24,Arabinda Biswas,IND,1,Illiterate,66,"Rs 1,18,79,006 ~ 1 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,1
25,Arindam Bhattacharya,BJP,2,Post Graduate,41,"Rs 93,34,942 ~ 93 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
26,Arjun Krishna Barai,BSP,0,12th Pass,68,"Rs 58,22,198 ~ 58 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
27,Arpita Mondal,Amra Bangalee,0,Post Graduate,25,"Rs 41,500 ~ 41 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
28,Ashok Kirtania,BJP,0,Graduate,47,"Rs 2,53,19,117 ~ 2 Crore+","Rs 37,34,208 ~ 37 Lacs+",NORTH 24 PARGANAS,WestBengal2021,7
29,Avijit Biswas,IND,1,10th Pass,36,"Rs 53,961 ~ 53 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
30,Barun Mahato,Rashtriya Secular Majlis Party,0,Graduate,38,"Rs 14,00,106 ~ 14 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
31,Beauty Sarkar,BSP,0,Graduate,40,"Rs 27,07,892 ~ 27 Lacs+","Rs 11,00,000 ~ 11 Lacs+",NORTH 24 PARGANAS,WestBengal2021,7
32,Bhaskar Roy,BSP,0,12th Pass,40,"Rs 12,167 ~ 12 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
33,Bhaskar Roy,BSP,0,12th Pass,40,"Rs 12,167 ~ 12 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
34,Bhaskar Roy,BJP,0,Graduate,49,"Rs 1,83,76,732 ~ 1 Crore+","Rs 1,12,90,502 ~ 1 Crore+",NORTH 24 PARGANAS,WestBengal2021,7
35,Bidisha Roychowdhury,Party for Democratic Socialism,0,Post Graduate,30,"Rs 5,71,100 ~ 5 Lacs+","Rs 3,26,000 ~ 3 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
36,Bimalshankar Nanda,BJP,0,Post Graduate,59,"Rs 1,50,09,667 ~ 1 Crore+","Rs 50,985 ~ 50 Thou+",NORTH 24 PARGANAS,WestBengal2021,0
37,Bina Mondal,AITC,0,Graduate,45,"Rs 2,01,11,577 ~ 2 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
38,Biplab Dutta,SUCI(C),0,12th Pass,66,"Rs 43,80,905 ~ 43 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
39,Biplab Kumar Halder,IND,0,10th Pass,56,"Rs 13,08,977 ~ 13 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
40,Bishal Kumar Yadab,IND,18,10th Pass,43,"Rs 20,68,924 ~ 20 Lacs+","Rs 5,37,205 ~ 5 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
41,Biswajit Das,BJP,6,10th Pass,54,"Rs 49,35,094 ~ 49 Lacs+","Rs 9,87,172 ~ 9 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
42,Biswajit Das,IND,0,Graduate,33,"Rs 33,12,132 ~ 33 Lacs+","Rs 20,000 ~ 20 Thou+",NORTH 24 PARGANAS,WestBengal2021,7
43,Biswajit Maity,Rashtriya Secular Majlis Party,3,Graduate,39,"Rs 2,31,044 ~ 2 Lacs+","Rs 1,20,000 ~ 1 Lacs+",NORTH 24 PARGANAS,WestBengal2021,7
44,Biswajit Mandal,CPI(M),0,Graduate Professional,36,"Rs 67,91,289 ~ 67 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
45,Biswajit Roy,IND,0,Others,33,"Rs 18,95,820 ~ 18 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
46,Biswajit Sinha,BJP,9,Graduate,57,"Rs 1,98,24,381 ~ 1 Crore+","Rs 54,25,309 ~ 54 Lacs+",NORTH 24 PARGANAS,WestBengal2021,7
47,Brahmdeo Gupta,Revolutionary Socialist Party of India(Marxis,0,8th Pass,53,"Rs 26,160 ~ 26 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
48,Brindaban Sarkar,BJP,1,Graduate,30,"Rs 12,25,000 ~ 12 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
49,Brtyabrata Basu,AITC,0,Post Graduate,52,"Rs 3,08,04,856 ~ 3 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
50,Chandramani Shukla,BJP,1,Graduate Professional,64,"Rs 60,12,744 ~ 60 Lacs+","Rs 3,35,379 ~ 3 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
51,Chandrima Bhattacharya,AITC,0,Graduate Professional,66,"Rs 60,88,968 ~ 60 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
52,Chiranjeet Chakrabarti,AITC,0,12th Pass,70,"Rs 5,80,20,135 ~ 5 Crore+","Rs 8,57,385 ~ 8 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
53,Debabrata Biswas,SUCI(C),0,Graduate,57,"Rs 18,32,601 ~ 18 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
54,Debajyoti Das (Subho),CPI(M),2,Post Graduate,37,"Rs 47,69,995 ~ 47 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
55,Debashis Sarkar,BSP,0,12th Pass,27,"Rs 1,10,50,722 ~ 1 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
56,Debasish Bhattacharjee,IND,0,Graduate,41,"Rs 3,45,000 ~ 3 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
57,Debasish Bhowmick,CPI(M),1,Doctorate,60,"Rs 64,88,000 ~ 64 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,10
58,Debes Mandal,AITC,0,Graduate,56,"Rs 49,25,291 ~ 49 Lacs+","Rs 8,60,000 ~ 8 Lacs+",NORTH 24 PARGANAS,WestBengal2021,7
59,Dharmendra Shaw,INC,3,8th Pass,52,"Rs 23,75,548 ~ 23 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
60,Dinesh Das,IND,0,Post Graduate,28,"Rs 38,53,788 ~ 38 Lacs+","Rs 3,25,000 ~ 3 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
61,Dipika Chattarjee,BJP,0,10th Pass,36,"Rs 1,68,694 ~ 1 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
62,Dr. Archana Majumdar,BJP,3,Graduate Professional,60,"Rs 28,54,32,895 ~ 28 Crore+","Rs 21,65,974 ~ 21 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
63,Dr. Bhaskar Sardar,BJP,0,Doctorate,43,"Rs 97,56,702 ~ 97 Lacs+","Rs 25,48,415 ~ 25 Lacs+",NORTH 24 PARGANAS,WestBengal2021,10
64,Dr. Nitai Chandra Roy,IND,0,Graduate Professional,56,"Rs 62,32,300 ~ 62 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
65,Dr. Sajal Biswas,IND,0,Graduate Professional,37,"Rs 1,16,38,200 ~ 1 Crore+","Rs 26,40,220 ~ 26 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
66,Dr. Saptarshi Banerjee,AITC,0,Post Graduate,40,"Rs 6,71,80,280 ~ 6 Crore+","Rs 10,33,081 ~ 10 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
67,Dr. Sumay Hira,IND,0,Graduate Professional,62,"Rs 2,40,00,000 ~ 2 Crore+","Rs 20,00,000 ~ 20 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
68,Gopal Das,BSP,0,8th Pass,56,"Rs 1,04,100 ~ 1 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
69,Gopal Mondal,IND,1,Graduate,36,"Rs 10,47,500 ~ 10 Lacs+","Rs 60,000 ~ 60 Thou+",NORTH 24 PARGANAS,WestBengal2021,7
70,Goutam Biswas,SUCI(C),0,Graduate,45,"Rs 35,331 ~ 35 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
71,Hari Pada Biswas,LJP,0,Graduate,48,"Rs 6,28,500 ~ 6 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
72,Harish Chandra Sardar,IND,0,8th Pass,55,"Rs 6,35,107 ~ 6 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
73,Himangshu Mondal,BSP,0,8th Pass,38,"Rs 10,230 ~ 10 Thou+","Rs 20,000 ~ 20 Thou+",NORTH 24 PARGANAS,WestBengal2021,0
74,Imran Khan,IND,0,5th Pass,40,"Rs 18,63,455 ~ 18 Lacs+","Rs 6,95,000 ~ 6 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
75,Indrani Halder,IND,0,Post Graduate,26,"Rs 1,62,98,811 ~ 1 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
76,Indrani Kundu Mukherjee,CPI(M),0,Graduate Professional,44,"Rs 56,74,087 ~ 56 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
77,Islam Sk Nurul (Haji),AITC,0,12th Pass,57,"Rs 1,20,88,119 ~ 1 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
78,Jagadish Ray,BSP,0,8th Pass,63,"Rs 30,05,800 ~ 30 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
79,Jaganmoy Karmakar,SUCI(C),0,Graduate,52,"Rs 44,80,178 ~ 44 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
80,Jamal Uddin,Rashtriya Secular Majlis Party,0,8th Pass,48,"Rs 1,58,32,762 ~ 1 Crore+","Rs 58,38,000 ~ 58 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
81,Jayanta Mondal,BJP,2,Graduate,34,"Rs 4,26,248 ~ 4 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
82,Jitendra Shaw (Jitu),AITC,1,Literate,50,"Rs 1,14,01,001 ~ 1 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,2
83,Joydev Manna,BJP,1,10th Pass,62,"Rs 79,23,500 ~ 79 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
84,Jyoti Priya Mallick,AITC,0,Graduate Professional,63,"Rs 6,28,70,708 ~ 6 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
85,Kajal Sinha,AITC,1,12th Pass,59,"Rs 1,31,01,468 ~ 1 Crore+","Rs 16,06,814 ~ 16 Lacs+",NORTH 24 PARGANAS,WestBengal2021,0
86,Kalipada Debnath,SUCI(C),0,Graduate,69,"Rs 48,60,710 ~ 48 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
87,Kanai Das,IND,0,10th Pass,30,"Rs 70,298 ~ 70 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
88,Kapil Chandra Ghosh,IND,0,10th Pass,43,"Rs 18,82,989 ~ 18 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
89,Kapil Krishna Thakur,CPI,0,Post Graduate,64,"Rs 81,26,990 ~ 81 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
90,Karim Ali,Rashtriya Secular Majlis Party,0,8th Pass,25,"Rs 16,27,378 ~ 16 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
91,Khokan Sardar,IND,0,Post Graduate,45,"Rs 20,10,992 ~ 20 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
92,Kirttaniya Prabir (Bapi),INC,4,Graduate,43,"Rs 1,27,282 ~ 1 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
93,Kishor Biswas,Purvanchal Mahapanchayat,0,12th Pass,66,"Rs 14,60,500 ~ 14 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
94,Krishna Chandra Sarkar,BSP,0,5th Pass,52,"Rs 6,201 ~ 6 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
95,Krishna Gayen,IND,0,12th Pass,41,"Rs 9,66,000 ~ 9 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
96,Kshama Debnath (Panda),SUCI(C),0,Graduate,49,"Rs 3,000 ~ 3 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
97,Kutubuddin Fathe,Rashtriya Secular Majlis Party,0,Others,35,"Rs 2,79,825 ~ 2 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
98,Lalu Neye,IND,0,12th Pass,30,"Rs 93,500 ~ 93 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
99,Madan Mitra,AITC,6,Graduate,66,"Rs 2,76,19,847 ~ 2 Crore+","Rs 16,63,237 ~ 16 Lacs+",NORTH 24 PARGANAS,WestBengal2021,7
100,Mafid Mondal,IND,1,5th Pass,34,"Rs 55,000 ~ 55 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
101,Manisha Dasgupta,SUCI(C),0,Graduate,58,"Rs 44,49,759 ~ 44 Lacs+","Rs 46,000 ~ 46 Thou+",NORTH 24 PARGANAS,WestBengal2021,7
102,Manju Basu,AITC,0,Graduate Professional,68,"Rs 98,23,417 ~ 98 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
103,Md Baijid Amin,Rashtriya Secular Majlis Party,3,8th Pass,35,"Rs 1,45,39,481 ~ 1 Crore+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,0
104,Md Kased Ali Sardar,IND,0,Graduate,32,"Rs 53,699 ~ 53 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
105,Md Kutubuddin,IND,0,Graduate,42,"Rs 12,783 ~ 12 Thou+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
106,Md. Hasanoor Jaman Chowdhury,AIFB,0,Graduate,47,"Rs 10,27,22,451 ~ 10 Crore+","Rs 23,26,500 ~ 23 Lacs+",NORTH 24 PARGANAS,WestBengal2021,7
107,Md. Javed,IND,0,Literate,40,"Rs 5,53,016 ~ 5 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,2
108,Mohan Lal Adhikari,Amra Bangalee,0,Graduate,73,"Rs 23,47,000 ~ 23 Lacs+",Rs 0 ~,NORTH 24 PARGANAS,WestBengal2021,7
